,neighborhood,building_class_at_time_of_sale,block,lot,residential_units,tax_class_at_time_of_sale,year_built,sale_price,sale_date,building_class_1,building_class_2
7100,FLUSHING-NORTH,R4,5101.0,1439.0,1,2.0,1962-01-01,425888.0,2020-06-26,R,4
7101,FLUSHING-NORTH,R4,5101.0,1441.0,1,2.0,1962-01-01,580000.0,2020-07-31,R,4
7102,FLUSHING-NORTH,R4,5101.0,1442.0,1,2.0,1962-01-01,710000.0,2020-07-22,R,4
7103,FLUSHING-NORTH,R4,5101.0,1447.0,1,2.0,1962-01-01,320000.0,2020-12-02,R,4
7104,FLUSHING-NORTH,R4,5101.0,1448.0,1,2.0,1962-01-01,355000.0,2020-06-23,R,4
7105,FLUSHING-NORTH,R4,5101.0,1449.0,1,2.0,1962-01-01,525000.0,2020-12-22,R,4
7106,FLUSHING-NORTH,R4,5101.0,1450.0,1,2.0,1962-01-01,465000.0,2020-12-31,R,4
7107,FLUSHING-NORTH,R4,5101.0,1451.0,1,2.0,1962-01-01,465000.0,2020-12-15,R,4
7108,FLUSHING-NORTH,R4,5101.0,1454.0,1,2.0,1962-01-01,430000.0,2020-07-20,R,4
7109,FLUSHING-NORTH,R4,5101.0,1458.0,1,2.0,1962-01-01,575000.0,2020-11-10,R,4
7110,FLUSHING-NORTH,R4,5101.0,1459.0,1,2.0,1962-01-01,499900.0,2020-12-21,R,4
7111,FLUSHING-NORTH,R4,5101.0,1465.0,1,2.0,1962-01-01,455000.0,2020-12-10,R,4
7112,FLUSHING-NORTH,R4,5101.0,1466.0,1,2.0,1962-01-01,540000.0,2020-08-21,R,4
7113,FLUSHING-NORTH,R4,5101.0,1469.0,1,2.0,1962-01-01,440000.0,2020-07-14,R,4
7114,FLUSHING-NORTH,R4,5101.0,1470.0,1,2.0,1962-01-01,530000.0,2020-12-30,R,4
7115,FLUSHING-NORTH,R4,5101.0,1473.0,1,2.0,1962-01-01,575000.0,2020-10-16,R,4
7116,FLUSHING-NORTH,R4,5101.0,1474.0,1,2.0,1962-01-01,565000.0,2020-08-24,R,4
7117,FLUSHING-NORTH,R4,5101.0,1477.0,1,2.0,1962-01-01,330000.0,2020-12-02,R,4
7118,FLUSHING-NORTH,R4,5101.0,1483.0,1,2.0,1962-01-01,439888.0,2020-08-03,R,4
7119,FLUSHING-NORTH,R4,5101.0,1492.0,1,2.0,1962-01-01,364888.0,2020-07-22,R,4
7120,FLUSHING-NORTH,R4,5101.0,1494.0,1,2.0,1962-01-01,550000.0,2020-07-09,R,4
7121,FLUSHING-NORTH,R4,5104.0,1031.0,1,2.0,2008-01-01,571000.0,2020-01-06,R,4
7123,FLUSHING-NORTH,R4,5105.0,1333.0,1,2.0,2009-01-01,760000.0,2020-01-09,R,4
7124,FLUSHING-NORTH,R4,5105.0,1423.0,1,2.0,2009-01-01,638000.0,2020-11-06,R,4
7126,FLUSHING-NORTH,R4,5125.0,1145.0,1,2.0,2001-01-01,710000.0,2020-07-23,R,4
7128,FLUSHING-NORTH,R4,5134.0,1059.0,1,2.0,1926-01-01,460000.0,2020-07-15,R,4
7129,FLUSHING-NORTH,R4,5134.0,1081.0,1,2.0,1926-01-01,480000.0,2020-12-13,R,4
7138,FLUSHING-NORTH,R4,5135.0,1027.0,1,2.0,1984-01-01,855000.0,2020-07-24,R,4
7141,FLUSHING-NORTH,R4,5135.0,1160.0,1,2.0,2013-01-01,925000.0,2020-05-01,R,4
7144,FLUSHING-NORTH,R4,5135.0,1181.0,1,2.0,2013-01-01,1228000.0,2020-05-01,R,4
7153,FLUSHING-NORTH,R4,5137.0,1660.0,1,2.0,1958-01-01,686000.0,2020-06-19,R,4
7160,FLUSHING-NORTH,R4,5181.0,1013.0,1,2.0,2005-01-01,663000.0,2020-10-20,R,4
7161,FLUSHING-NORTH,R4,5181.0,1102.0,1,2.0,1921-01-01,350888.0,2020-10-29,R,4
7162,FLUSHING-NORTH,R4,5181.0,1115.0,1,2.0,1921-01-01,327409.0,2020-01-16,R,4
7163,FLUSHING-NORTH,R4,5181.0,1135.0,1,2.0,1921-01-01,520000.0,2020-02-11,R,4
7164,FLUSHING-NORTH,R4,5181.0,1141.0,1,2.0,1921-01-01,450000.0,2020-01-13,R,4
7165,FLUSHING-NORTH,R4,5181.0,1154.0,1,2.0,1921-01-01,630000.0,2020-01-22,R,4
7166,FLUSHING-NORTH,R4,5181.0,1155.0,1,2.0,1921-01-01,490000.0,2020-01-31,R,4
7167,FLUSHING-NORTH,R4,5181.0,1161.0,1,2.0,1921-01-01,545000.0,2020-01-21,R,4
7168,FLUSHING-NORTH,R4,5182.0,1022.0,1,2.0,2009-01-01,630000.0,2020-03-20,R,4
7169,FLUSHING-NORTH,R4,5182.0,1108.0,1,2.0,1970-01-01,450000.0,2020-05-27,R,4
7170,FLUSHING-NORTH,R4,5182.0,1111.0,1,2.0,1970-01-01,347875.0,2020-05-15,R,4
7171,FLUSHING-NORTH,R4,5182.0,1126.0,1,2.0,1970-01-01,428000.0,2020-08-28,R,4
7172,FLUSHING-NORTH,R4,5182.0,1175.0,1,2.0,1970-01-01,625000.0,2020-03-31,R,4
7173,FLUSHING-NORTH,R4,5182.0,1177.0,1,2.0,1970-01-01,242500.0,2020-05-27,R,4
7174,FLUSHING-NORTH,R4,5182.0,1179.0,1,2.0,1970-01-01,420000.0,2020-12-11,R,4
7175,FLUSHING-NORTH,R4,5182.0,1202.0,1,2.0,1970-01-01,550000.0,2020-01-24,R,4
7176,FLUSHING-NORTH,R4,5182.0,1210.0,1,2.0,1970-01-01,700000.0,2020-12-21,R,4
7177,FLUSHING-NORTH,R4,5182.0,1214.0,1,2.0,1970-01-01,530000.0,2020-04-10,R,4
7178,FLUSHING-NORTH,R4,5182.0,1239.0,1,2.0,1970-01-01,282095.0,2020-05-15,R,4
7179,FLUSHING-NORTH,R4,5182.0,1240.0,1,2.0,1970-01-01,292500.0,2020-05-27,R,4
7180,FLUSHING-NORTH,R4,5182.0,1241.0,1,2.0,1970-01-01,620000.0,2020-09-03,R,4
7182,FLUSHING-NORTH,R4,5186.0,1317.0,1,2.0,2007-01-01,620000.0,2020-10-01,R,4
7183,FLUSHING-NORTH,R4,5186.0,1323.0,1,2.0,2007-01-01,630000.0,2020-01-31,R,4
7185,FLUSHING-NORTH,R4,5192.0,1014.0,1,2.0,2005-01-01,643000.0,2020-12-09,R,4
7186,FLUSHING-NORTH,R4,5192.0,1120.0,1,2.0,2005-01-01,500000.0,2020-01-03,R,4
7187,FLUSHING-NORTH,R4,5192.0,1128.0,1,2.0,2005-01-01,747000.0,2020-09-30,R,4
7188,FLUSHING-NORTH,R4,5193.0,1011.0,1,2.0,2005-01-01,538000.0,2020-12-23,R,4
7190,FLUSHING-NORTH,R4,5193.0,1118.0,1,2.0,2005-01-01,491790.0,2020-03-06,R,4
7196,FLUSHING-NORTH,R4,5193.0,1546.0,1,2.0,2011-01-01,490000.0,2020-03-18,R,4
7206,FLUSHING-NORTH,R4,5374.0,1126.0,1,2.0,2010-01-01,745000.0,2020-12-23,R,4
7210,FLUSHING-NORTH,R4,6371.0,1016.0,1,2.0,2008-01-01,529490.0,2020-09-10,R,4
7211,FLUSHING-NORTH,R4,6371.0,1022.0,1,2.0,2008-01-01,483678.0,2020-07-29,R,4
7212,FLUSHING-NORTH,R4,6371.0,1023.0,1,2.0,2008-01-01,519308.0,2020-07-22,R,4
7213,FLUSHING-NORTH,R4,6371.0,1025.0,1,2.0,2008-01-01,507000.0,2020-08-24,R,4
7214,FLUSHING-NORTH,R4,6371.0,1029.0,1,2.0,2008-01-01,587544.0,2020-03-19,R,4
7234,FLUSHING-NORTH,R1,4409.0,1207.0,1,2.0,2007-01-01,576000.0,2020-05-29,R,1
7237,FLUSHING-NORTH,R1,4961.0,1105.0,1,2.0,2007-01-01,460000.0,2020-08-18,R,1
7239,FLUSHING-NORTH,R1,5037.0,1203.0,1,2.0,2002-01-01,1236300.0,2020-05-14,R,1
7240,FLUSHING-NORTH,R1,5037.0,1204.0,1,2.0,2002-01-01,1236300.0,2020-05-14,R,1
7241,FLUSHING-NORTH,R1,5037.0,1207.0,1,2.0,2002-01-01,1236300.0,2020-05-14,R,1
7243,FLUSHING-NORTH,R1,5102.0,1307.0,1,2.0,2015-01-01,498000.0,2020-07-02,R,1
7244,FLUSHING-NORTH,R1,5102.0,1308.0,1,2.0,2015-01-01,510297.0,2020-02-14,R,1
7246,FLUSHING-NORTH,R1,5374.0,1302.0,1,2.0,2014-01-01,760000.0,2020-09-04,R,1
7247,FLUSHING-NORTH,R8,4955.0,1201.0,1,2.0,2008-01-01,600000.0,2020-10-19,R,8
7248,FLUSHING-NORTH,R8,4961.0,1101.0,1,2.0,2007-01-01,1280000.0,2020-12-18,R,8
7249,FLUSHING-NORTH,R8,4961.0,1102.0,1,2.0,2007-01-01,1280000.0,2020-12-18,R,8
7250,FLUSHING-NORTH,R8,4961.0,1111.0,1,2.0,2007-01-01,1280000.0,2020-12-18,R,8
7251,FLUSHING-NORTH,R8,4961.0,1112.0,1,2.0,2007-01-01,1280000.0,2020-12-18,R,8
